Boolean,Quotes,Themes
1,"There was too much wanting at Annawadi lately, or so it seemed to Abdul. As India began to prosper, old ideas about accepting the life assigned by one's caste or one's divinities were yielding to a belief in earthly reinvention. Annawadians now spoke of better lives casually, as if fortune were a cousin arriving on Sunday, as if the future would look nothing like the past.","[""opportunity-corruption-and-inequality""]"
1,"Seventeen years later, almost no one in this slum was considered poor by official Indian benchmarks. Rather, the Annawadians were among roughly one hundred million Indians freed from poverty since 1991, when, around the same moment as the small slum's founding, the central government embraced economic liberalization. The Annawadians were thus part of one of the most stirring success narratives in the modern history of global market capitalism, a narrative still unfolding. ","[""society-competition-and-social-division"", ""the-local-vs-the-global""]"
1,"Everyone, everywhere, complained about their neighbors. But in the twenty-first-century city, fewer people joined up to take their disputes to the streets. As group identities based on caste, ethnicity, and religion gradually attenuated, anger and hope were being privatized, like so much else in Mumbai. This development increased the demand for canny mediators-human shock absorbers for the colliding, narrowly construed interests of one of the world's largest cities.","[""society-competition-and-social-division"", ""opportunity-corruption-and-inequality""]"
1,"The airport people had erected tall, gleaming aluminum fences on the side of the slum that most drivers passed before turning into the international terminal. Drivers approaching the terminal from the other direction would see only a concrete wall covered with sunshine-yellow advertisements. The ads were for Italianate floor tiles, and the corporate slogan ran the wall's length: BEAUTIFUL FOREVER BEAUTIFUL FOREVER BEAUTIFUL FOREVER. Sunil regularly walked atop the Beautiful Forever wall, surveying for trash, but Airport Road was unhelpfully clean.","[""opportunity-corruption-and-inequality"", ""permanence-legacy-and-erasure""]"
1,"They understood Subhash Sawant to be corrupt. They assumed he'd faked his caste certificate. ""But he alone comes here, shows his face,"" Annawadians said. Before each election, he'd used city money or tapped the largesse of a prominent American Christian charity, World Vision, to give Annawadi an amenity: a public toilet; a flag- pole; gutters; a concrete platform by the sewage lake, where he usually stood when he came. ","[""opportunity-corruption-and-inequality""]"
1,"Zehrunisa would go, sighing, to separate the miserable couple, just as she sighed on Eid and other Muslim holidays before inviting them to share her mutton korma. The family of the child-abusing Fatima, the family of the skeezy brothel owner: This was the Muslim fellowship she had in Annawadi.","[""society-competition-and-social-division""]"
1,"""Everyone is jealous of us, fixing our house,"" Kehkashan explained to an older cousin who'd just arrived from the countryside.""So let them be jealous,"" Zehrunisa exclaimed. ""Why shouldn’t we live in a better room now that we are doing a little better?"" ","[""society-competition-and-social-division""]"
1,"He didn't know if his mother was right about an earlier, peaceful age in which poor people had accepted the fates that their respective gods had written on their foreheads, and in turn treated one another more kindly. He just knew that she didn't really long for companionable misery. She'd known abjectness, loathed its recollection, and raised her son for a modern age of ruthless competition. In this age, some people rose and some people fell, and ever since he was little, she'd made him understand that he had to rise.","[""society-competition-and-social-division""]"
1,Only in detention had it occurred to him that drudge labor in an urban armpit like Annawadi might be considered freedom. He was gratified that boys from other urban armpits agreed.,"[""society-competition-and-social-division"", ""opportunity-corruption-and-inequality""]"
1,"Now the man's leg was mashed and bloody, and he was calling out to passersby for help. Sunil figured he'd been hit by a car. Some drivers weren't overly concerned about avoiding the trash-pickers who scoured the roadsides.","[""society-competition-and-social-division""]"
1,"""All murders we detect, 100 percent success,"" was how Senior Inspector Patil, who ran the Sahar station, liked to put it. But perhaps there was a trick to this success rate: not detecting the murders of inconsequential people.Succumbed to an ""irrecoverable illness"" was the swift conclusion of Maruti Jadhav, the inspector in charge of Kalu's case. At the morgue of Cooper Hospital, the nature of the ""irrecoverable illness"" was decided. Fifteen-year-old Deepak Rai, known as Kalu, had died of his tuberculosis - the same cause of death tagged to the bleeding scavenger who had slowly expired on the road.","[""permanence-legacy-and-erasure"", ""life-and-death""]"
